total_local_loads,total_embed_loads,sd_local_plays,sd_embed_plays,hd_local_plays,hd_embed_plays,sd_local_finishes,sd_embed_finishes,hd_local_finishes,hd_embed_finishes,comments,downloads,likes,total_loads,total_local_plays,total_embed_plays,total_plays,total_local_finishes,total_embed_finishes,total_finishes,range_start,range_end,date
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-05-17,2010-05-23,Woche vom 17.05.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-05-10,2010-05-16,Woche vom 10.05.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-05-03,2010-05-09,Woche vom 03.05.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-04-26,2010-05-02,Woche vom 26.04.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-04-19,2010-04-25,Woche vom 19.04.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-04-12,2010-04-18,Woche vom 12.04.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-04-05,2010-04-11,Woche vom 05.04.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-03-29,2010-04-04,Woche vom 29.03.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-03-22,2010-03-28,Woche vom 22.03.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-03-15,2010-03-21,Woche vom 15.03.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-03-08,2010-03-14,Woche vom 08.03.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-03-01,2010-03-07,Woche vom 01.03.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-02-22,2010-02-28,Woche vom 22.02.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-02-15,2010-02-21,Woche vom 15.02.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-02-08,2010-02-14,Woche vom 08.02.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-02-01,2010-02-07,Woche vom 01.02.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-01-25,2010-01-31,Woche vom 25.01.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-01-18,2010-01-24,Woche vom 18.01.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-01-11,2010-01-17,Woche vom 11.01.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-01-04,2010-01-10,Woche vom 04.01.2010
,,,,,,,,,,0,,0,0,0,0,0,0,0,0,2010-01-01,2010-01-03,Woche vom 28.12.2009
