Date,Watch time (minutes),Views,Average view duration (minutes),Average percentage viewed,Unique cookies (web only),Watch time (hours),Subscriber views,Subscriber minutes watched,Card clicks,Card impressions,Card click rate,Card teaser clicks,Card teaser impressions,Card teaser click rate,Total estimated earnings (USD),YouTube Red earnings (USD),Ad earnings (USD),AdSense earnings (USD),DoubleClick earnings (USD),Transaction earnings (USD),Transactions,Earnings per transaction (USD),Estimated monetized playbacks,Playback-based CPM (USD),Impressions,Impression-based CPM (USD),Gross revenue (USD),YouTube Red watch time (minutes),YouTube Red views,YouTube Red watch time (hours),Clicks,Clickable impressions,Click through rate,Closes,Closable impressions,Close rate,Impressions,Videos published,Videos added,Likes,Likes added,Likes removed,Dislikes,Dislikes added,Dislikes removed,Shares,Comments,Favorites,Favorites added,Favorites removed,Videos in playlists,Videos added to playlists,Videos removed from playlists,Subscribers,Subscribers gained,Subscribers lost
"Sep 07, 2015",287,209,1.38,28.67,151,5,6,3,0,0,0.00,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,0,9,0.00,9,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,2,0,0,0
"Sep 08, 2015",322,240,1.34,27.26,155,5,8,5,1,1,100.00,1,31,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,22,0.00,1,22,4.55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"Sep 09, 2015",287,212,1.35,28.54,169,5,1,1,1,1,100.00,1,24,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,1,17,5.88,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sep 10, 2015",354,228,1.55,32.08,159,6,2,0,0,0,0.00,0,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,0,8,0.00,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Sep 11, 2015",391,238,1.64,32.48,141,7,0,0,0,2,0.00,1,22,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,5,17,29.41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Sep 12, 2015",361,215,1.68,34.17,145,6,6,17,0,0,0.00,0,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,8,12.50,0,8,0.00,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sep 13, 2015",317,226,1.40,30.01,156,5,0,0,0,0,0.00,0,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,26,3.85,0,27,0.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Sep 14, 2015",328,239,1.37,28.29,169,5,1,0,0,1,0.00,1,35,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,19,0.00,4,19,21.05,19,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"Sep 15, 2015",464,292,1.59,33.76,179,8,17,12,0,5,0.00,2,61,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,24,0.00,0,26,0.00,26,1,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,1,1,0
"Sep 16, 2015",283,213,1.33,28.43,155,5,13,23,0,1,0.00,1,37,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,4,0.00,0,4,0.00,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0
"Sep 17, 2015",440,272,1.62,33.74,185,7,21,60,1,1,100.00,1,23,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,2,8,25.00,8,1,1,0,0,0,0,0,0,3,1,0,0,0,5,7,2,0,1,1
"Sep 18, 2015",338,257,1.32,27.00,187,6,17,22,0,0,0.00,0,43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,12,0.00,3,12,25.00,12,1,1,1,1,0,1,1,0,0,2,0,0,0,2,4,2,1,1,0
"Sep 19, 2015",556,314,1.77,36.00,194,9,32,76,0,1,0.00,6,40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,1,9,11.11,9,1,1,0,0,0,0,0,0,1,1,0,0,0,8,8,0,0,0,0
"Sep 20, 2015",530,312,1.70,34.27,210,9,27,44,1,2,50.00,1,40,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,1,13,7.69,13,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0
"Sep 21, 2015",866,378,2.29,48.76,172,14,11,25,0,0,0.00,0,45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,0,15,0.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Sep 22, 2015",419,292,1.43,30.93,201,7,15,12,4,9,44.44,5,47,10.64,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,14,7.14,0,14,0.00,14,1,1,2,2,0,2,2,0,0,0,0,0,0,3,4,1,0,0,0
"Sep 23, 2015",370,296,1.25,27.08,204,6,3,3,0,1,0.00,1,33,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,0,13,0.00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sep 24, 2015",349,249,1.40,27.58,176,6,3,1,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,1,9,11.11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
"Sep 25, 2015",360,305,1.18,27.49,188,6,16,18,0,0,0.00,0,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,14,7.14,2,14,14.29,14,4,4,2,2,0,0,0,0,0,0,0,0,0,13,15,2,0,0,0
"Sep 26, 2015",493,363,1.36,31.48,194,8,76,99,1,1,100.00,1,43,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,1,25,4.00,25,3,3,9,9,0,0,0,0,1,0,0,0,0,9,10,1,-1,0,1
"Sep 27, 2015",478,335,1.43,31.06,197,8,14,25,0,0,0.00,0,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,18,0.00,4,21,19.05,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1
"Sep 28, 2015",372,263,1.41,30.25,188,6,14,14,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,1,7,14.29,7,0,0,2,2,0,1,1,0,0,0,0,0,0,-1,5,6,1,1,0
"Sep 29, 2015",406,295,1.38,30.42,199,7,6,14,0,0,0.00,0,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,0,9,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sep 30, 2015",439,319,1.38,30.02,195,7,6,0,0,0,0.00,0,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,20,5.00,5,24,20.83,24,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Oct 01, 2015",373,281,1.33,27.47,188,6,20,37,0,0,0.00,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,6,16.67,0,10,0.00,10,0,0,8,8,0,0,0,0,0,1,1,1,0,9,9,0,0,1,1
"Oct 02, 2015",290,231,1.26,27.20,145,5,1,0,0,0,0.00,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,3,0.00,0,5,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Oct 03, 2015",300,247,1.21,27.30,170,5,0,0,0,0,0.00,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,2,12,16.67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"Oct 04, 2015",449,302,1.49,29.57,216,7,3,1,0,0,0.00,0,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,1,10,10.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Oct 05, 2015",487,308,1.58,33.02,188,8,9,15,0,0,0.00,0,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,1,19,5.26,19,0,0,3,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"Oct 06, 2015",458,315,1.45,30.40,191,8,1,1,0,0,0.00,0,36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,21,0.00,2,25,8.00,25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
"Oct 07, 2015",353,244,1.45,30.43,168,6,4,6,0,2,0.00,1,23,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,17,5.88,1,22,4.55,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"Oct 08, 2015",365,334,1.09,23.64,163,6,1,0,0,0,0.00,0,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,16,6.25,4,16,25.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Oct 09, 2015",360,259,1.39,31.06,167,6,1,1,0,0,0.00,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,8,12.50,1,10,10.00,10,0,0,2,2,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0
"Oct 10, 2015",577,459,1.26,26.17,178,10,11,17,0,0,0.00,0,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,48,2.08,4,50,8.00,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
"Oct 11, 2015",364,276,1.32,26.86,199,6,1,0,1,1,100.00,1,35,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,20,5.00,3,23,13.04,23,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0
"Oct 12, 2015",377,233,1.62,34.26,176,6,2,2,0,0,0.00,0,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,18,5.56,3,19,15.79,19,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
"Oct 13, 2015",339,270,1.26,27.85,186,6,2,3,0,0,0.00,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,22,4.55,4,24,16.67,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Oct 14, 2015",411,286,1.44,30.34,198,7,5,1,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,5,16,31.25,16,0,0,-1,0,1,0,0,0,1,0,0,0,0,2,3,1,2,2,0
"Oct 15, 2015",418,264,1.58,32.75,177,7,1,5,0,0,0.00,0,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,0,7,0.00,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Oct 16, 2015",502,276,1.82,36.37,173,8,1,0,0,0,0.00,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,0,9,0.00,9,0,0,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0
"Oct 17, 2015",363,283,1.28,28.00,165,6,10,17,0,1,0.00,1,18,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,6,16.67,3,6,50.00,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
"Oct 18, 2015",562,420,1.34,26.84,245,9,32,50,0,0,0.00,0,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,2,16,12.50,16,2,2,1,1,0,0,0,0,0,1,0,0,0,10,11,1,0,0,0
"Oct 19, 2015",430,337,1.28,25.20,241,7,8,8,0,2,0.00,1,12,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,39,0.00,8,41,19.51,41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Oct 20, 2015",541,341,1.59,31.43,226,9,5,11,0,0,0.00,0,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,2,18,11.11,18,0,0,1,2,1,1,1,0,0,2,0,0,0,-2,1,3,-1,0,1
"Oct 21, 2015",510,341,1.49,30.29,220,8,2,1,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,0,17,0.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0
"Oct 22, 2015",433,350,1.24,24.63,240,7,12,24,0,2,0.00,1,22,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,14,7.14,0,14,0.00,14,0,0,1,1,0,0,0,0,0,0,0,0,0,-3,0,3,3,3,0
"Oct 23, 2015",499,346,1.44,28.84,212,8,15,51,0,1,0.00,1,20,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,18,0.00,1,21,4.76,21,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0
"Oct 24, 2015",377,278,1.36,27.91,178,6,3,1,0,0,0.00,0,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,4,17,23.53,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1
"Oct 25, 2015",441,341,1.29,25.24,237,7,1,1,0,0,0.00,0,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,30,0.00,0,31,0.00,31,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
"Oct 26, 2015",422,325,1.30,25.44,216,7,3,7,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,4,0.00,1,5,20.00,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,2
"Oct 27, 2015",351,273,1.29,25.81,199,6,1,0,0,0,0.00,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,5,17,29.41,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct 28, 2015",619,371,1.67,32.71,232,10,3,1,0,0,0.00,0,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,18,0.00,3,18,16.67,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0
"Oct 29, 2015",413,289,1.43,27.96,211,7,5,5,0,0,0.00,0,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0,0,14,0.00,1,14,7.14,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct 30, 2015",334,277,1.21,23.09,198,6,0,0,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,8,0.00,2,8,25.00,8,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"Oct 31, 2015",489,379,1.29,25.09,214,8,6,9,0,2,0.00,1,28,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,1,29,3.45,5,31,16.13,31,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Nov 01, 2015",405,293,1.38,26.20,206,7,0,0,0,1,0.00,1,23,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0,3,17,17.65,1,18,5.56,18,0,0,3,3,0,0,0,0,0,0,0,0,0,-1,0,1,3,3,0
"Nov 02, 2015",399,328,1.22,23.76,213,7,3,8,0,0,0.00,0,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,3,0,2,10,20.00,4,12,33.33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,-1,0,1
"Nov 03, 2015",555,384,1.44,28.46,257,9,2,3,0,0,0.00,0,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,24,0.00,2,24,8.33,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
"Nov 04, 2015",577,466,1.24,23.07,321,10,0,0,0,0,0.00,0,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0,0,17,0.00,0,20,0.00,20,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"Nov 05, 2015",492,432,1.14,21.11,313,8,1,0,0,0,0.00,0,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0,0,4,0.00,1,8,12.50,8,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"Nov 06, 2015",535,423,1.26,23.86,280,9,4,4,0,0,0.00,0,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,13,0.00,2,23,8.70,23,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"Nov 07, 2015",487,344,1.42,27.47,240,8,2,6,3,10,30.00,8,46,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0,0,20,0.00,3,21,14.29,21,0,0,2,2,0,0,0,0,0,4,0,0,0,1,2,1,0,0,0
"Nov 08, 2015",487,336,1.45,29.84,228,8,6,25,0,0,0.00,0,51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0,0,12,0.00,0,12,0.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Nov 09, 2015",420,337,1.25,25.68,236,7,2,1,0,0,0.00,0,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,20,0.00,3,21,14.29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov 10, 2015",417,311,1.34,28.96,215,7,6,12,1,2,50.00,1,32,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,15,0.00,0,15,0.00,15,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
"Nov 11, 2015",387,291,1.33,27.98,198,6,2,0,0,0,0.00,0,36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,23,0.00,0,23,0.00,23,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0
"Nov 12, 2015",382,263,1.45,29.75,193,6,0,0,0,0,0.00,0,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,11,0.00,2,11,18.18,11,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0
"Nov 13, 2015",308,218,1.41,29.07,153,5,0,0,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,15,0.00,0,15,0.00,15,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1
"Nov 14, 2015",529,313,1.69,34.73,181,9,1,8,0,0,0.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,1,20,5.00,2,20,10.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"Nov 15, 2015",444,337,1.32,26.71,220,7,5,3,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,9,0.00,2,9,22.22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Nov 16, 2015",457,286,1.60,35.12,198,8,0,0,0,0,0.00,0,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,5,30,16.67,3,30,10.00,30,0,0,1,1,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0
"Nov 17, 2015",465,324,1.44,31.42,206,8,10,30,0,0,0.00,0,33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,3,2,0,0,22,0.00,2,23,8.70,23,0,0,8,9,1,0,0,0,1,1,0,0,0,5,5,0,0,0,0
"Nov 18, 2015",459,324,1.42,30.35,185,8,3,6,0,0,0.00,0,55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,35,0.00,5,36,13.89,36,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
"Nov 19, 2015",420,299,1.40,31.73,192,7,3,6,0,0,0.00,0,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0,0,27,0.00,0,27,0.00,27,0,0,1,1,0,0,0,0,7,1,0,0,0,-1,0,1,0,0,0
"Nov 20, 2015",269,223,1.21,27.14,151,4,0,0,0,0,0.00,0,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,13,0.00,1,13,7.69,13,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
"Nov 21, 2015",315,235,1.34,27.34,154,5,1,1,0,0,0.00,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,12,0.00,2,12,16.67,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"Nov 22, 2015",407,282,1.44,28.60,194,7,0,0,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,3,1,0,1,15,6.67,4,15,26.67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov 23, 2015",416,270,1.54,32.78,188,7,7,4,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0,0,13,0.00,1,13,7.69,13,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
"Nov 24, 2015",447,291,1.53,33.29,193,7,3,1,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,11,0.00,1,12,8.33,12,0,0,-8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov 25, 2015",306,230,1.33,29.45,162,5,0,0,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,2,0,0,10,0.00,1,11,9.09,11,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
"Nov 26, 2015",363,253,1.43,29.96,165,6,2,3,0,0,0.00,0,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,13,0.00,2,19,10.53,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,-1,0,1
"Nov 27, 2015",290,212,1.37,28.33,163,5,2,0,0,0,0.00,0,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,19,0.00,1,25,4.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0
"Nov 28, 2015",329,256,1.28,26.02,178,5,4,21,0,0,0.00,0,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,24,0.00,5,24,20.83,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov 29, 2015",261,223,1.17,24.75,166,4,0,0,0,0,0.00,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,23,0.00,3,23,13.04,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov 30, 2015",340,222,1.53,32.36,172,6,0,0,0,0,0.00,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,12,0.00,1,12,8.33,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Dec 01, 2015",316,240,1.32,27.98,164,5,2,10,0,0,0.00,0,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,7,0.00,2,7,28.57,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Dec 02, 2015",340,233,1.46,31.67,167,6,4,5,0,0,0.00,0,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0,0,21,0.00,1,24,4.17,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
