Date,Watch time (minutes),Views,Average view duration (minutes),Average percentage viewed,Unique cookies (web only),Watch time (hours),Subscriber views,Subscriber minutes watched,Card clicks,Card impressions,Card click rate,Card teaser clicks,Card teaser impressions,Card teaser click rate,Total estimated earnings (USD),YouTube Red earnings (USD),Ad earnings (USD),AdSense earnings (USD),DoubleClick earnings (USD),Transaction earnings (USD),Transactions,Earnings per transaction (USD),Estimated monetized playbacks,Playback-based CPM (USD),Impressions,Impression-based CPM (USD),Gross revenue (USD),YouTube Red watch time (minutes),YouTube Red views,YouTube Red watch time (hours),Clicks,Clickable impressions,Click through rate,Closes,Closable impressions,Close rate,Impressions,Videos published,Videos added,Likes,Likes added,Likes removed,Dislikes,Dislikes added,Dislikes removed,Shares,Comments,Favorites,Favorites added,Favorites removed,Videos in playlists,Videos added to playlists,Videos removed from playlists,Subscribers,Subscribers gained,Subscribers lost
"Mar 16, 2015",783,429,1.83,38.85,259,13,1,0,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,3,17,17.65,17,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"Mar 17, 2015",510,320,1.59,35.16,212,8,5,10,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,19,0.00,3,19,15.79,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Mar 18, 2015",604,371,1.63,34.70,210,10,2,3,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,1,13,7.69,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mar 19, 2015",576,317,1.82,38.48,199,10,1,0,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,22,0.00,2,22,9.09,22,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,3,-1,0,1
"Mar 20, 2015",452,284,1.59,33.55,192,8,8,6,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,2,7,28.57,7,1,1,1,1,0,0,0,0,0,1,0,0,0,4,5,1,0,0,0
"Mar 21, 2015",407,261,1.56,30.93,182,7,1,2,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,34,2.94,2,34,5.88,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
"Mar 22, 2015",495,283,1.75,35.91,192,8,19,34,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,4,0.00,1,4,25.00,4,1,1,1,1,0,0,0,0,1,1,0,0,0,5,9,4,1,1,0
"Mar 23, 2015",406,267,1.52,32.10,176,7,7,9,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,15,6.67,3,15,20.00,15,0,0,2,2,0,1,1,0,0,0,0,0,0,2,2,0,1,1,0
"Mar 24, 2015",939,411,2.29,49.66,186,16,34,68,0,0,0.00,0,35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,22,0.00,2,22,9.09,22,2,2,0,0,0,0,0,0,0,2,0,0,0,4,6,2,0,1,1
"Mar 25, 2015",458,276,1.66,34.22,169,8,10,19,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,2,6,33.33,1,6,16.67,6,1,1,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0
"Mar 26, 2015",428,270,1.58,32.58,187,7,15,39,0,1,0.00,1,10,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,0,15,0.00,15,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"Mar 27, 2015",390,259,1.51,30.70,165,7,11,10,0,0,0.00,0,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,33,0.00,1,33,3.03,33,1,1,0,0,0,0,0,0,0,1,0,0,0,4,5,1,0,0,0
"Mar 28, 2015",329,225,1.46,30.31,159,5,14,13,0,0,0.00,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,1,13,7.69,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,6,3,1,1,0
"Mar 29, 2015",423,262,1.61,33.34,164,7,24,41,1,6,16.67,2,51,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,2,15,13.33,2,15,13.33,15,2,2,6,6,0,0,0,0,0,3,0,0,0,7,9,2,1,2,1
"Mar 30, 2015",590,313,1.89,39.56,164,10,31,51,1,5,20.00,2,60,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,0,15,0.00,15,0,0,1,1,0,0,0,0,0,2,0,0,0,-2,0,2,1,1,0
"Mar 31, 2015",445,279,1.60,33.22,180,7,10,11,0,0,0.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,18,0.00,7,18,38.89,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr 01, 2015",372,280,1.33,28.00,203,6,11,20,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,3,9,33.33,9,1,1,2,2,0,0,0,0,0,1,0,0,0,-1,3,4,0,0,0
"Apr 02, 2015",551,306,1.80,39.28,168,9,15,26,1,3,33.33,1,23,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,5,0.00,1,5,20.00,5,1,1,2,2,0,1,1,0,0,2,0,0,0,0,3,3,0,0,0
"Apr 03, 2015",458,276,1.66,33.97,178,8,7,6,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,24,0.00,6,24,25.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
"Apr 04, 2015",295,219,1.35,28.56,136,5,13,31,0,0,0.00,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,5,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Apr 05, 2015",340,273,1.25,24.73,170,6,44,54,0,0,0.00,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,4,9,44.44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,2,2,0
"Apr 06, 2015",446,288,1.55,32.88,177,7,3,1,0,0,0.00,0,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,12,8.33,0,12,0.00,12,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,1,1,1,0
"Apr 07, 2015",313,224,1.40,28.43,169,5,2,8,0,0,0.00,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,1,10,10.00,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr 08, 2015",431,244,1.77,35.44,156,7,0,0,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,0,14,0.00,14,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"Apr 09, 2015",340,207,1.64,33.68,160,6,3,11,0,0,0.00,0,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,1,10,10.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr 10, 2015",392,273,1.44,30.00,188,7,16,27,0,0,0.00,0,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,13,7.69,2,13,15.38,13,2,2,1,1,0,0,0,0,0,2,0,0,0,6,8,2,0,0,0
"Apr 11, 2015",304,251,1.21,24.73,151,5,20,23,0,0,0.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,0,11,0.00,11,0,0,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"Apr 12, 2015",518,321,1.61,33.37,183,9,6,2,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,16,6.25,2,16,12.50,16,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
"Apr 13, 2015",482,270,1.78,35.33,178,8,2,6,0,0,0.00,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,0,9,0.00,9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Apr 14, 2015",350,287,1.22,26.38,191,6,6,12,0,2,0.00,1,9,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,18,0.00,1,19,5.26,19,0,0,6,6,0,1,1,0,0,0,2,2,0,3,3,0,1,1,0
"Apr 15, 2015",351,256,1.37,29.84,171,6,1,3,0,0,0.00,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,12,0.00,1,12,8.33,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr 16, 2015",528,304,1.74,36.36,181,9,5,4,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,2,11,18.18,3,11,27.27,11,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,2,2,0
"Apr 17, 2015",612,302,2.03,41.38,169,10,0,0,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,2,11,18.18,11,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,3,2,2,0
"Apr 18, 2015",471,271,1.74,37.41,148,8,34,106,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,2,6,33.33,6,0,0,4,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"Apr 19, 2015",345,219,1.57,30.29,164,6,11,18,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,6,16.67,0,6,0.00,6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"Apr 20, 2015",393,245,1.60,29.59,173,7,2,3,0,0,0.00,0,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,19,0.00,4,19,21.05,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Apr 21, 2015",298,227,1.31,27.03,169,5,3,2,0,0,0.00,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,6,17,35.29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"Apr 22, 2015",323,226,1.43,30.54,158,5,0,0,0,0,0.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,0,14,0.00,14,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"Apr 23, 2015",517,307,1.68,33.19,198,9,13,27,0,2,0.00,1,4,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,1,9,11.11,9,1,1,3,3,0,0,0,0,0,1,0,0,0,2,5,3,2,3,1
"Apr 24, 2015",342,233,1.47,28.56,166,6,4,10,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,3,18,16.67,7,18,38.89,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Apr 25, 2015",393,235,1.67,32.56,162,7,0,0,0,0,0.00,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,1,7,14.29,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0
"Apr 26, 2015",455,287,1.59,32.02,184,8,8,11,0,3,0.00,1,24,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,5,14,35.71,14,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,0,1,1
"Apr 27, 2015",548,336,1.63,33.88,224,9,21,45,0,0,0.00,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,19,0.00,7,19,36.84,19,1,1,2,2,0,1,1,0,0,3,0,0,0,5,6,1,0,0,0
"Apr 28, 2015",485,323,1.50,28.97,226,8,11,14,1,2,50.00,1,9,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,1,8,12.50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"Apr 29, 2015",363,259,1.40,28.70,185,6,7,19,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,2,13,15.38,13,1,1,2,2,0,0,0,0,0,1,0,0,0,4,5,1,0,0,0
"Apr 30, 2015",396,269,1.47,30.26,174,7,11,24,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,2,30,6.67,0,30,0.00,30,1,1,1,1,0,0,0,0,0,1,0,0,0,4,5,1,0,0,0
"May 01, 2015",758,351,2.16,44.56,177,13,0,0,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,21,0.00,4,21,19.05,21,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"May 02, 2015",379,242,1.56,33.22,167,6,2,5,0,0,0.00,0,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,27,0.00,4,27,14.81,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"May 03, 2015",340,281,1.21,24.71,168,6,10,12,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,2,11,18.18,11,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"May 04, 2015",310,231,1.34,28.63,161,5,0,0,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,2,14,14.29,14,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,3,4,1,1,0
"May 05, 2015",399,248,1.61,32.34,181,7,2,6,0,0,0.00,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,0,10,0.00,10,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1
"May 06, 2015",315,225,1.40,27.14,156,5,1,0,0,0,0.00,0,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,21,4.76,1,21,4.76,21,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0
"May 07, 2015",466,265,1.76,35.22,160,8,7,9,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,20,0.00,2,20,10.00,20,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"May 08, 2015",311,210,1.48,30.01,146,5,1,0,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,0,11,0.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May 09, 2015",283,198,1.43,27.80,150,5,2,8,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,5,9,55.56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"May 10, 2015",310,195,1.59,32.09,131,5,11,16,0,0,0.00,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,2,9,22.22,9,0,0,2,2,0,0,0,0,0,0,0,0,0,-1,1,2,0,1,1
"May 11, 2015",310,229,1.35,27.40,160,5,1,0,1,2,50.00,1,17,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,16,6.25,3,16,18.75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"May 12, 2015",700,373,1.88,39.23,170,12,7,5,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,26,0.00,2,26,7.69,26,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,4,4,0
"May 13, 2015",324,203,1.59,31.65,149,5,1,0,0,0,0.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,15,6.67,4,15,26.67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"May 14, 2015",381,273,1.40,27.69,172,6,1,0,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,2,9,22.22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"May 15, 2015",397,245,1.62,31.31,151,7,4,12,0,0,0.00,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,0,14,0.00,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May 16, 2015",478,264,1.81,36.69,159,8,2,1,1,2,50.00,1,10,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,22,0.00,2,22,9.09,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"May 17, 2015",331,246,1.34,28.37,159,6,3,6,0,0,0.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,1,14,7.14,14,0,0,1,1,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0
"May 18, 2015",289,207,1.39,27.86,150,5,0,0,0,0,0.00,0,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,0,14,0.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"May 19, 2015",452,267,1.69,34.35,171,8,4,3,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,20,0.00,0,20,0.00,20,0,0,1,1,0,0,0,0,0,0,0,0,0,4,8,4,1,1,0
"May 20, 2015",362,244,1.48,30.09,164,6,5,17,0,0,0.00,0,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,3,16,18.75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"May 21, 2015",362,228,1.59,31.31,156,6,9,10,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,20,0.00,2,20,10.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
"May 22, 2015",314,210,1.49,27.59,168,5,1,3,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,1,7,14.29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"May 23, 2015",319,233,1.37,26.15,147,5,0,0,1,2,50.00,1,6,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,3,7,42.86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"May 24, 2015",284,224,1.27,25.18,144,5,2,2,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,18,0.00,5,18,27.78,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,1
"May 25, 2015",384,276,1.39,29.06,171,6,1,2,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,24,0.00,1,24,4.17,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"May 26, 2015",367,291,1.26,25.54,207,6,11,25,0,0,0.00,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,12,0.00,1,12,8.33,12,1,1,0,0,0,0,0,0,0,1,0,0,0,8,10,2,1,1,0
"May 27, 2015",419,322,1.30,26.76,224,7,29,25,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,23,0.00,2,23,8.70,23,1,1,3,3,0,0,0,0,0,1,0,0,0,6,9,3,0,0,0
"May 28, 2015",356,279,1.27,26.58,175,6,16,13,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,25,4.00,0,25,0.00,25,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,0
"May 29, 2015",323,223,1.45,30.74,138,5,18,7,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,2,9,22.22,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1
"May 30, 2015",324,203,1.60,31.99,140,5,0,0,0,0,0.00,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,13,7.69,1,13,7.69,13,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,1,1,0
"May 31, 2015",410,267,1.54,31.72,139,7,6,8,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,4,17,23.53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,3,1,1,0
"Jun 01, 2015",377,227,1.66,34.05,138,6,11,22,0,0,0.00,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,5,0.00,0,5,0.00,5,0,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2,1,1,0
"Jun 02, 2015",497,327,1.52,33.04,168,8,30,5,0,0,0.00,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,1,14,7.14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,1,1,0
"Jun 03, 2015",383,252,1.52,30.95,161,6,28,60,0,0,0.00,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,0,7,0.00,7,1,1,0,0,0,0,0,0,2,1,1,1,0,5,7,2,0,1,1
"Jun 04, 2015",281,239,1.17,24.30,159,5,12,13,0,0,0.00,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,0,7,0.00,7,0,0,1,1,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0
"Jun 05, 2015",339,175,1.94,38.13,105,6,11,19,0,0,0.00,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,4,0.00,0,4,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-2,0,2
"Jun 06, 2015",207,157,1.32,27.98,102,3,7,17,0,0,0.00,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,0,7,0.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Jun 07, 2015",243,170,1.43,28.89,116,4,4,2,0,0,0.00,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,1,7,14.29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Jun 08, 2015",439,249,1.76,36.63,154,7,1,1,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,3,13,23.08,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"Jun 09, 2015",354,227,1.56,31.87,161,6,0,0,0,0,0.00,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,0,16,0.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jun 10, 2015",319,234,1.36,28.64,163,5,0,0,0,2,0.00,1,7,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,13,7.69,3,13,23.08,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0
"Jun 11, 2015",329,231,1.43,29.61,160,5,2,1,0,0,0.00,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,1,11,9.09,11,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,3,3,0
