video_title,video_id,video_length_minutes,video_created,comments,card_clicks,cards_shown,clicks_per_card_shown,card_teaser_clicks,card_teasers_shown,clicks_per_card_teaser_shown,end_screen_elements_shown,end_screen_element_clicks,clicks_per_end_screen_element_shown,youtube_red_watch_time_minutes,youtube_red_views,youtube_red_watch_time_hours,annotation_clicks,clickable_annotations_shown,annotation_click_through_rate,annotation_closes,closable_annotations_shown,annotation_close_rate,annotations_shown,likes,likes_added,likes_removed,dislikes,dislikes_added,dislikes_removed,shares,videos_in_playlists,videos_added_to_playlists,videos_removed_from_playlists,subscribers,subscribers_gained,subscribers_lost,watch_time_minutes,views,average_view_duration,average_percentage_viewed,watch_time_hours
Python-Programmierung - Ab ins Netz - urllib und urllib2,3jT0PqmeqlA,6.12,"Oct 12, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,2,2,0,0,0,0,2,2,2,0,1,1,0,697,304,2.3,37.48,12
Emmabuntüs 12.04.2-1.05  - Demo,3kgT5_KZdNc,9.07,"Jul 24, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,15,2.0,21.74,0
LibreOffice Writer - Erste Schritte mit regulären Ausdrücken,3koqIitD4wc,10.47,"Jun 18, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,5,3,0,0,0,256,132,1.9,18.53,4
Python-Programmierung - Dictionaries,3qVbbh0_UoQ,5.57,"Aug 12, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0,95,36,2.6,47.37,2
Cub Linux 1.5 (Chromium + Ubuntu) - Demo,3rjgydqdCZ0,7.90,"Jan 24, 2016",0,0,0,0.00,0,0,0.00,0,0,0.00,6,7,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,3,3,0,0,0,0,995,878,1.1,14.34,17
OpenLayers 3 - eine Karte auf eine Webseite setzen,3xiI_v9TopE,4.87,"Aug 21, 2015",0,0,0,0.00,0,301,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,3,4,1,0,0,0,0,4,5,1,0,0,0,777,358,2.2,44.57,13
SD-Karte des Raspberry Pi mit dd sichern,3yAjv-ky8io,6.05,"Jan 01, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,2,4,2,0,0,0,705,329,2.1,35.44,12
textualizer.js - Textanimationen auf der Webseite,4-ohH1sY4sw,4.82,"Mar 25, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,23,1.4,28.15,1
WebODF - ODF-Dokumente in Webseiten einbinden (.odt-Datei mittels Browser anschauen),43SaD9bCZww,3.25,"Dec 18, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,105,68,1.5,47.51,2
PHP-Programmierung - if-Abfrage,4AOAm_UBbXI,6.20,"Nov 06, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,1.4,22.87,0
Linux - SimpleHTTPServer,4C1GwXR1NLQ,2.72,"May 12, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,1.0,36.34,0
OpenStreetMap ab sofort mit Routenplaner,4R3G2dKxl5w,3.53,"Feb 18, 2015",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,337,271,1.2,35.19,6
ffmpeg - Videofilter showinfo,4VBFg5N9SyA,2.03,"Mar 31, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,35,0.8,38.50,0
Python-Programmierung - subprocess - die Klasse Popen,4j80Yyrb-V0,3.30,"Dec 09, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,216,0.00,37,216,17.13,216,0,0,0,0,0,0,0,0,0,0,0,0,0,189,145,1.3,39.44,3
HTML und CSS - Eine CSS-Datei einbinden,4wUssMxrjss,3.03,"Aug 26, 2015",0,1,45,2.22,15,1411,1.06,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,3,2,-1,3,4,1,2,2,0,0,0,0,1303,840,1.6,51.14,22
HTML und CSS - Die notwendigen Tools,4zF55X9iK1E,2.13,"Feb 26, 2015",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,25,0.00,0,25,0.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,1.2,58.46,0
Screencast glimpse 001 - Ubuntu 7.04 Beta Feisty Fawn (ohne Audio),5-k_vS-VS4E,6.52,"Feb 01, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,2.56,0
R - Zeichenketten,53Q4s6MLCfM,3.87,"Mar 22, 2015",0,0,0,0.00,0,11,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,1.5,39.61,0
Python-Programmierung - Funktionen (Teil 3),5AdJx3Coihg,3.18,"Sep 21, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,1.1,34.42,0
Gnome 3.6 - ENTF-Taste aktivieren (zum Löschen von Dateien),5BiiOX7vOSg,2.47,"Jan 30, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,1,1,0,0,0,0,0,0,0,0,0,0,167,178,0.9,38.08,3
Korora 21 Darla ist da,5G9x71_6MDk,4.05,"Feb 10, 2015",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.1,2.53,0
Linux - Pidgin - Nachrichtenverschlüsselung mit OTR,5N72g3ONsl0,3.97,"Aug 30, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,1.1,28.99,0
Ruby - die interaktive Ruby Shell,5RL8_S28vy4,3.18,"Apr 11, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.7,21.19,0
Linux - Gnome3 - Text Translator,5YNXc5HKoAI,3.27,"Nov 16, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,1.1,32.41,1
redis - Datentypen - Sets,5YUKL7lzruc,4.38,"Oct 07, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,14,3.5,80.25,1
awesome - ein Tiling-Fenstermanager - Bedienung,5fr8YEQa0tA,5.27,"Feb 13, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,41,1.9,36.32,1
Firefox OS 1.3 Simulator installieren,5k7rOEiimuI,3.18,"Mar 15, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,1.1,33.73,1
Linux - Nautilus - Dateivorschau,5oFC_tKQz0o,2.38,"Aug 30, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,1.1,44.19,1
Python-Programmierung - Reguläre Ausdrücke - Suchen Teilen Ersetzen Teil2,5pV0KjvSpUY,2.83,"Apr 07, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,2,0,0,0,0,29,24,1.2,42.95,0
Ubuntu - Dateien richtig löschen,5pyMI1aR6oU,2.98,"Aug 11, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,2,2,0,0,0,0,1,0,0,0,0,0,0,605,457,1.3,44.40,10
Linux - diff - Dateien vergleichen,63FgFxMeqds,3.73,"May 10, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,40,1.6,41.89,1
AngularJS - Hallo Welt,66opQphBDkI,5.17,"May 24, 2014",0,0,0,0.00,0,97,0.00,0,0,0.00,0,0,0,1,73,1.37,0,73,0.00,73,0,0,0,0,0,0,0,1,2,1,0,0,0,164,98,1.7,32.44,3
Video-Editor OpenShot - Transparente Bilder über Video legen,68bH8P-OlM4,5.82,"Jan 04, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,4,4,0,0,0,0,1,0,0,0,0,0,0,746,517,1.4,24.80,12
Python-Programmierung - Fehlerbehandlung,6G02c2km4C0,6.50,"Jun 03, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,6,0,0,0,0,31,19,1.6,24.94,1
droopy - kleiner Upload-Webserver,6I2ZZVr5pSU,3.57,"Jun 21, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1.0,27.69,0
Screencast 076 - OpenOffice.org - Writer - Gallery - Grafiken hinzufügen,6XOvWvGZvjw,2.52,"Jan 28, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,1,1,0,0,2,4,2,0,0,0,10,8,1.3,49.67,0
jQuery einbinden,6ZQz6dAhJlw,5.62,"Jun 17, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,1,1,0,0,1,1,0,0,0,0,514,307,1.7,29.80,9
LibreOffice - Writer - Rechtschreib- und Grammatikprüfung,6aV9AnPEWbc,4.92,"Jun 13, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,6,3,0,0,0,758,414,1.8,37.26,13
LibreOffice - Calc - Zellhintergrund,6ali5GW_HjE,1.58,"Feb 26, 2015",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2,73.47,0
glipper - Zwischenablagenverwalter,6eEu5jRMcKA,3.45,"Aug 30, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1.1,31.68,0
Gnome3 - ein Panel-Icon entfernen,6eX_A4EVLA4,2.93,"Jun 28, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,1.3,42.89,0
Fedora 17 Beta Cinnamon - Demo,6wSHtVWJUD4,3.05,"Apr 20, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.8,24.66,0
LibreOffice - Calc - Daten ändern,6yd8TQdDYSo,3.90,"Feb 03, 2015",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,26,22,1.2,30.64,0
sed - reguläre Beispiele - Tipp,7KHlMpNbDVo,3.07,"Jul 21, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,15,1.3,42.67,0
"Screencast short 045 - logname, whoami",7NeWD2dbSRE,0.93,"Jan 31, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.5,56.15,0
Gnome3 - Terminal mit Tastenkürzel starten,7QtZI55LV4Q,1.88,"Aug 05, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.0,54.19,0
Linux - Atom installieren,7Wv_UddMCjk,3.47,"May 09, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,37,31,1.2,34.65,1
Bottle - Ein WSGI-Microframework für Python,7YgdIgEjGBg,10.65,"Jun 04, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,34,3.2,29.82,2
AngularJS - Was ist angular.js,7YjKmFQhh4k,5.93,"May 18, 2014",0,1,1,100.00,1,183,0.55,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,2,2,0,1,1,0,1,4,6,2,1,1,0,2110,761,2.8,46.73,35
Gnome3 - die Iconmarkierung in der Favoritenliste ändern,7aOxga83RH0,3.75,"Sep 14, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1.6,42.00,0
Linux - Festplattengeschwindigkeit mit hdparm vermessen,7mDPnr-IDvE,4.48,"May 19, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,68,1.2,25.93,1
redis - Sicherheit,7q_e9Z1TiVQ,5.62,"Feb 21, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3.2,56.28,0
photorec und recoverjpeg - gelöschte Dateien wiederherstellen,7xeti_eC_a4,7.58,"Sep 04, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,382,2.8,36.41,18
Taskwarrior - Verändern von Aufgaben,84NmFW0oRbw,1.77,"Sep 24, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,1.2,66.16,1
Ubuntu Touch - Telefon-App,86cChJy4-84,3.03,"Mar 15, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0.6,19.83,0
Gnome 3.24 - Recipes - Demo,88RfFGfx-hg,2.00,"Mar 22, 2017",0,0,0,0.00,0,0,0.00,0,0,0.00,2,2,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,2,4,2,0,0,0,146,174,0.8,41.98,2
LibreOffice - Calc - Auswählen von Elementen - zusammenhängende Bereiche auswählen,88WsNY5suPI,4.42,"Nov 06, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,1.4,31.65,0
Python-Programmierung - Reguläre Ausdrücke - Match-Objekte und Gruppen,8BgWk9d1hXo,5.17,"May 08, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,1,1,0,0,1,1,0,0,0,0,73,110,0.7,12.79,1
ein Logo im Video anzeigen lassen - ffmpeg - Videofilter overlay,8Cg8fTXGrAU,5.30,"Feb 23, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0,125,93,1.3,25.43,2
Live-DVDs mit Anonymisierungsdiensten,8N1cOrfTRec,2.47,"Sep 18, 2015",0,0,2,0.00,1,48,2.08,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,1.0,38.52,1
Linux - gnome-terminal - den Hintergrund ändern,8NOeqcuyBE0,3.68,"Sep 01, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,39,1.4,37.18,1
Firefox - Leseansicht,8XXGNZ_EScc,2.77,"Jun 16, 2015",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,33,1.3,47.36,1
Gnome 3.10 - Music - Demo,8ZoKqtBUbhs,0.70,"Sep 29, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,79.02,0
Ubuntu Privacy Remix (UPR) 12.04r1 - Demo,8hI2FYys0Gc,6.80,"May 09, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,2,2,0,0,0,0.00,0,0,0.00,0,0,0,0,3,4,1,0,1,2,1,0,0,0,564,428,1.3,19.39,9
Screencast short 047 - Passwort ändern,8or7Xw-TZqQ,1.00,"Jan 31, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0.4,36.03,0
LibreOffice - Zeichen und Wörter zählen,8phrPgQg7Fc,2.13,"Mar 24, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,166,0.7,33.53,2
Linktipp - Lerne X in Y Minuten,912UNZmcRWs,1.78,"Sep 02, 2015",0,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,3,3,0,0,0,0,10,7,1.4,76.28,0
reveal.js - Weitere Möglichkeiten (Folienübergang und Hintergrund beeinflussen),93lMGJBGsWM,4.55,"Apr 10, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,3,1,0,0,0,52,29,1.8,39.21,1
LibreOffice - Einfügen von Gedankenstrichen sowie geschützten Leerzeichen und Bindestrichen,97TzgW0tpT8,2.72,"Aug 30, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,118,1.2,44.62,2
Linux - gelöschte Dateien wiederherstellen,9DoDY09AAdg,3.72,"Mar 29, 2015",0,0,3,0.00,1,207,0.48,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,2,0,0,0,0,321,172,1.9,50.20,5
LibreOffice - Auswählen eines vertikalen Textblocks,9MNq_xs0ZLc,1.90,"Sep 11, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1.1,56.87,0
Raspberry Pi - eine LED ein- und ausschalten - Teil 2,9VSil7-1pBY,6.40,"May 02, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,13,0.00,2,13,15.38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0.8,13.27,0
Git für Einsteiger - Der erste Commit - Teil 2,9aUbuVohqaM,4.42,"Feb 20, 2015",0,2,2,100.00,2,20,10.00,0,0,0.00,0,0,0,2,50,4.00,6,50,12.00,50,0,0,0,0,0,0,0,0,0,0,0,0,0,118,64,1.8,41.63,2
sed - Eingabe und Ausgabe,9bmWsudjef0,3.12,"Jul 22, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1.0,33.31,0
Gnome3 - Ausschalten aktivieren,9eXOKm1XD00,1.45,"Apr 30, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1.3,87.78,0
Fotos und Bilddateien anonymisieren - Linux,9oX-3MgkXi8,6.23,"Apr 07, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,1.6,26.18,0
sed - reguläre Beispiele,9wK5FxmKQ70,2.32,"Jul 21, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6,0.6,27.33,0
Linux - Bropages liefern Beispiele zu Terminalbefehlen,9xd2rpNPoE8,4.17,"Apr 06, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.9,20.98,0
bottle - GET- und POST-Daten Abfragen,AJORT0b7xWY,5.08,"Jun 07, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,2,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,189,217,0.9,17.13,3
sed - Adressen - Teil 2,AVOaAlhm1HM,6.70,"Oct 30, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.0,14.85,0
Lumina 0.8.7 (Lumina-Desktop on Ubuntu 15.10) - Demo,AW1762zr4qE,5.87,"Feb 12, 2016",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,0,0,0,-1,0,1,104,106,1.0,16.71,2
Screencast 052 - OpenOffice.org - Die Writer-Benutzeroberfläche,AZ5mTsRF648,7.27,"Jan 27, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0.0,0.00,0
SalentOS 1.0 (Openbox) - Demo,Ac3BixOtWp0,5.67,"Oct 24, 2016",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41,45,0.9,16.05,1
Linux - USB-Sticks als Bootmedium vorbereiten,AcmlAMFIl_8,3.23,"Sep 19, 2015",0,0,1,0.00,1,34,2.94,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,43,1.4,44.61,1
Chapeau 24 - Demo,AiqEWX0yiAA,7.67,"Sep 29, 2016",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46,36,1.3,16.65,1
LibreOffice - Suchen und Ersetzen von Text,AjjTgYROSE0,3.57,"Oct 09, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,239,1.2,34.42,5
LibreOffice - Calc - Daten auf Gültigkeit prüfen,AkEfHhhjhFk,2.40,"May 07, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0,47,35,1.3,55.45,1
Linux - encfs - Verzeichnis verschlüsseln,AkL2fd-Ec90,8.37,"Dec 14, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,101,2.3,26.64,4
LibreOffice - Writer - Seiten nummerieren,AkjFQ1NPv2g,2.15,"Oct 19, 2012",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,2,5,3,0,0,0,270,207,1.3,60.70,5
Screencasts mit Gnome3 erstellen,AlAKp2qfZAs,4.98,"Apr 22, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1.2,24.88,0
Firefox - PDF-Betrachter deaktivieren,AlqKRnPKvuY,1.55,"Jul 28, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,16.61,0
Linux - Hardware-Informationen (Desktop),AlwmSpJUyNg,2.88,"Sep 01, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.3,78.82,0
Screencast 068 - OpenOffice.org - Writer - Ein Dokument speichern,AsupDErhCeU,1.87,"Jan 27, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,4,2,0,0,0,3,3,0.9,50.86,0
openSUSE 13.1 RC2 - Demo,B3M19e7PuRk,9.07,"Nov 03, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,3,2,0,0,0,0.00,0,0,0.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0,77,43,1.8,19.87,1
KaOS 2014.04 - Installation - Demo,BN-67gu-Eh8,4.95,"Apr 20, 2014",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4.7,94.87,0
Screencast short 005 - OpenOffice Writer - Text kursiv,BPC43LhVMds,0.73,"Jan 30, 2011",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7,99.58,0
easystroke - Desktop-Gesten für X11 (Gestensteuerung auf dem Desktop - Linux),B_ty42Sw1Ys,8.53,"Aug 22, 2013",0,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,57,2.3,26.71,2
