date,watch_time_minutes,views,average_view_duration,average_percentage_viewed,card_clicks,cards_shown,clicks_per_card_shown,card_teaser_clicks,card_teasers_shown,clicks_per_card_teaser_shown,end_screen_elements_shown,end_screen_element_clicks,clicks_per_end_screen_element_shown,youtube_red_watch_time_minutes,youtube_red_views,youtube_red_watch_time_hours,annotation_clicks,clickable_annotations_shown,annotation_click_through_rate,annotation_closes,closable_annotations_shown,annotation_close_rate,annotations_shown,videos_published,videos_added,likes,likes_added,likes_removed,dislikes,dislikes_added,dislikes_removed,shares,comments,videos_in_playlists,videos_added_to_playlists,videos_removed_from_playlists,subscribers,subscribers_gained,subscribers_lost,watch_time_hours
2017-01-18,397,289,1.4,27.80,0,0,0.00,0,23,0.00,0,0,0.00,0,1,0,10,14,71.43,2,14,14.29,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2017-01-19,436,279,1.6,31.78,0,0,0.00,0,32,0.00,0,0,0.00,0,0,0,0,25,0.00,5,25,20.00,25,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,7
2017-01-20,397,304,1.3,29.28,0,0,0.00,0,13,0.00,0,0,0.00,0,0,0,0,22,0.00,0,22,0.00,22,0,0,0,0,0,0,0,0,0,0,33,66,33,0,0,0,7
2017-01-21,334,233,1.4,31.14,0,0,0.00,0,7,0.00,0,0,0.00,0,0,0,0,3,0.00,1,5,20.00,5,0,0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,6
2017-01-22,374,250,1.5,33.67,0,0,0.00,0,26,0.00,0,0,0.00,1,2,0,0,8,0.00,2,11,18.18,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6
2017-01-23,464,313,1.5,33.38,0,0,0.00,0,15,0.00,0,0,0.00,0,0,0,0,7,0.00,2,7,28.57,7,0,0,0,0,0,0,0,0,0,0,33,83,50,0,0,0,8
2017-01-24,445,308,1.4,32.08,0,0,0.00,0,28,0.00,0,0,0.00,0,0,0,0,1,0.00,0,1,0.00,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,7
2017-01-25,567,327,1.7,36.38,0,0,0.00,0,33,0.00,0,0,0.00,0,0,0,0,11,0.00,1,11,9.09,11,0,0,3,3,0,0,0,0,0,0,-1,0,1,1,1,0,9
2017-01-26,426,293,1.5,29.48,0,2,0.00,1,38,2.63,0,0,0.00,0,0,0,0,18,0.00,2,18,11.11,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7
2017-01-27,424,303,1.4,29.54,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,0,14,0.00,1,14,7.14,14,0,0,2,2,0,1,1,0,0,0,1,1,0,0,0,0,7
2017-01-28,358,227,1.6,32.06,0,0,0.00,0,27,0.00,0,0,0.00,0,0,0,0,4,0.00,1,8,12.50,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
2017-01-29,404,273,1.5,31.37,0,2,0.00,1,20,5.00,0,0,0.00,0,0,0,0,11,0.00,0,11,0.00,11,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,7
2017-01-30,427,322,1.3,29.82,0,0,0.00,0,18,0.00,0,0,0.00,1,2,0,0,12,0.00,0,12,0.00,12,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,7
2017-01-31,365,265,1.4,28.52,0,2,0.00,1,18,5.56,0,0,0.00,1,1,0,0,8,0.00,0,8,0.00,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6
2017-02-01,375,304,1.2,25.48,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,0,9,0.00,1,9,11.11,9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,6
2017-02-02,433,289,1.5,31.50,0,0,0.00,0,16,0.00,0,0,0.00,1,2,0,0,12,0.00,2,12,16.67,12,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,7
2017-02-03,465,288,1.6,33.42,1,4,25.00,2,21,9.52,0,0,0.00,0,0,0,0,13,0.00,2,13,15.38,13,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,8
2017-02-04,352,254,1.4,30.81,0,0,0.00,0,17,0.00,0,0,0.00,2,3,0,2,14,14.29,0,15,0.00,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6
2017-02-05,599,329,1.8,38.66,0,2,0.00,1,10,10.00,0,0,0.00,0,0,0,0,13,0.00,4,13,30.77,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10
2017-02-06,378,275,1.4,29.44,0,0,0.00,0,11,0.00,0,0,0.00,0,0,0,0,15,0.00,8,15,53.33,15,0,0,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,6
2017-02-07,370,259,1.4,29.46,0,0,0.00,0,17,0.00,0,0,0.00,1,2,0,0,6,0.00,3,6,50.00,6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,6
2017-02-08,355,259,1.4,29.46,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,15,0.00,1,15,6.67,15,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6
2017-02-09,424,258,1.6,34.14,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,6,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7
2017-02-10,382,265,1.4,31.05,0,0,0.00,0,22,0.00,0,0,0.00,0,0,0,0,7,0.00,3,7,42.86,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-02-11,341,222,1.5,29.54,0,0,0.00,0,18,0.00,0,0,0.00,2,1,0,0,9,0.00,0,9,0.00,9,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,6
2017-02-12,427,294,1.5,31.81,0,0,0.00,0,12,0.00,0,0,0.00,0,0,0,0,14,0.00,0,14,0.00,14,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,7
2017-02-13,413,285,1.5,31.65,0,0,0.00,0,6,0.00,0,0,0.00,0,0,0,0,14,0.00,2,14,14.29,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2017-02-14,420,286,1.5,30.13,0,1,0.00,1,20,5.00,0,0,0.00,6,2,0,0,10,0.00,0,10,0.00,10,0,0,-9,0,9,0,0,0,0,0,-1,1,2,0,0,0,7
2017-02-15,447,307,1.5,31.36,0,0,0.00,0,28,0.00,0,0,0.00,1,2,0,0,12,0.00,1,12,8.33,12,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,7
2017-02-16,373,238,1.6,32.31,0,0,0.00,0,8,0.00,0,0,0.00,0,0,0,0,19,0.00,3,19,15.79,19,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,6
2017-02-17,356,247,1.4,30.95,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,8,0.00,0,8,0.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-02-18,429,278,1.5,31.81,1,1,100.00,1,24,4.17,0,0,0.00,0,1,0,0,11,0.00,3,11,27.27,11,0,0,0,0,0,2,4,2,0,0,-1,0,1,0,0,0,7
2017-02-19,602,368,1.6,34.41,0,0,0.00,0,30,0.00,0,0,0.00,2,1,0,0,27,0.00,0,28,0.00,28,0,0,2,2,0,0,0,0,0,0,0,1,1,1,1,0,10
2017-02-20,320,238,1.3,26.93,0,0,0.00,0,5,0.00,0,0,0.00,0,0,0,0,10,0.00,1,10,10.00,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
2017-02-21,537,316,1.7,35.30,0,0,0.00,0,29,0.00,0,0,0.00,0,0,0,1,10,10.00,3,10,30.00,10,0,0,1,1,0,2,2,0,1,0,0,0,0,1,1,0,9
2017-02-22,369,276,1.3,28.49,0,0,0.00,0,23,0.00,0,0,0.00,0,0,0,0,11,0.00,1,11,9.09,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-02-23,505,302,1.7,34.62,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,0,16,0.00,1,16,6.25,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8
2017-02-24,312,212,1.5,31.35,0,0,0.00,0,11,0.00,0,0,0.00,0,0,0,0,16,0.00,2,16,12.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-02-25,438,282,1.6,31.18,0,4,0.00,2,17,11.76,0,0,0.00,0,0,0,0,7,0.00,1,7,14.29,7,1,1,1,1,0,0,0,0,0,1,3,3,0,1,1,0,7
2017-02-26,412,316,1.3,26.97,0,0,0.00,0,14,0.00,0,0,0.00,1,1,0,0,1,0.00,0,1,0.00,1,0,0,-1,0,1,0,0,0,0,1,-2,0,2,0,0,0,7
2017-02-27,369,276,1.3,27.94,0,0,0.00,0,10,0.00,0,0,0.00,0,2,0,4,34,11.76,6,34,17.65,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-02-28,388,288,1.3,27.42,0,0,0.00,0,14,0.00,3,1,33.33,0,1,0,3,10,30.00,6,10,60.00,10,1,1,3,3,0,0,0,0,0,0,7,7,0,-1,0,1,6
2017-03-01,617,340,1.8,37.03,0,1,0.00,1,25,4.00,4,0,0.00,0,2,0,0,15,0.00,1,15,6.67,15,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,10
2017-03-02,470,324,1.5,30.58,0,0,0.00,0,26,0.00,1,0,0.00,0,0,0,0,18,0.00,0,19,0.00,19,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,8
2017-03-03,476,264,1.8,34.06,0,0,0.00,0,29,0.00,10,0,0.00,0,0,0,0,10,0.00,0,10,0.00,10,1,1,2,3,1,0,1,1,0,0,5,6,1,0,0,0,8
2017-03-04,349,245,1.4,29.76,0,0,0.00,0,18,0.00,1,0,0.00,5,4,0,0,6,0.00,0,7,0.00,7,0,0,3,3,0,0,0,0,2,0,-1,0,1,2,2,0,6
2017-03-05,440,294,1.5,30.63,0,0,0.00,0,19,0.00,3,0,0.00,3,2,0,0,7,0.00,0,7,0.00,7,1,1,3,3,0,0,0,0,1,0,5,6,1,0,0,0,7
2017-03-06,490,281,1.7,35.33,0,0,0.00,0,19,0.00,3,0,0.00,0,0,0,0,14,0.00,0,14,0.00,14,0,0,1,1,0,0,0,0,0,3,2,3,1,0,0,0,8
2017-03-07,406,285,1.4,29.92,0,2,0.00,1,46,2.17,1,0,0.00,1,2,0,0,27,0.00,0,27,0.00,27,1,1,2,3,1,0,0,0,0,0,7,7,0,-1,0,1,7
2017-03-08,512,348,1.5,31.53,0,0,0.00,0,41,0.00,2,0,0.00,0,0,0,0,11,0.00,1,11,9.09,11,1,1,3,3,0,2,2,0,0,1,2,6,4,0,0,0,9
2017-03-09,455,296,1.5,31.50,0,0,0.00,0,30,0.00,1,0,0.00,0,0,0,0,21,0.00,0,22,0.00,22,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,8
2017-03-10,278,215,1.3,26.19,0,0,0.00,0,24,0.00,2,0,0.00,1,1,0,0,6,0.00,0,6,0.00,6,1,1,1,1,0,0,0,0,0,0,3,4,1,0,0,0,5
2017-03-11,346,226,1.5,32.49,0,2,0.00,1,29,3.45,1,0,0.00,0,1,0,1,8,12.50,2,8,25.00,8,0,0,2,2,0,0,0,0,0,0,-1,1,2,1,1,0,6
2017-03-12,479,314,1.5,31.20,0,0,0.00,0,44,0.00,6,1,16.67,3,2,0,0,8,0.00,0,8,0.00,8,1,1,0,0,0,0,1,1,0,1,3,5,2,1,1,0,8
2017-03-13,451,267,1.7,36.28,0,0,0.00,0,28,0.00,4,0,0.00,0,0,0,0,16,0.00,5,16,31.25,16,0,0,3,3,0,1,1,0,0,0,0,1,1,-1,0,1,8
2017-03-14,478,285,1.7,36.16,0,0,0.00,0,49,0.00,12,1,8.33,1,1,0,0,9,0.00,1,9,11.11,9,1,1,2,2,0,0,0,0,0,0,9,9,0,-1,0,1,8
2017-03-15,539,285,1.9,40.89,0,0,0.00,0,27,0.00,6,0,0.00,1,1,0,0,12,0.00,1,12,8.33,12,1,1,3,3,0,0,0,0,0,0,2,6,4,1,1,0,9
2017-03-16,406,293,1.4,29.42,0,0,0.00,0,34,0.00,5,0,0.00,1,1,0,0,10,0.00,0,10,0.00,10,0,0,5,5,0,0,0,0,0,0,1,5,4,0,1,1,7
2017-03-17,313,226,1.4,28.65,0,2,0.00,1,17,5.88,0,0,0.00,0,0,0,0,7,0.00,3,7,42.86,7,0,0,1,1,0,1,1,0,0,1,-1,0,1,0,0,0,5
2017-03-18,399,268,1.5,31.58,0,5,0.00,2,22,9.09,0,0,0.00,5,7,0,0,7,0.00,2,7,28.57,7,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,7
2017-03-19,486,328,1.5,31.76,0,4,0.00,2,33,6.06,1,0,0.00,7,2,0,0,9,0.00,2,9,22.22,9,1,1,5,5,0,0,0,0,0,0,5,5,0,0,1,1,8
2017-03-20,534,317,1.7,36.51,0,0,0.00,0,53,0.00,11,0,0.00,1,2,0,0,43,0.00,1,43,2.33,43,1,1,2,2,0,0,0,0,1,0,2,5,3,0,0,0,9
2017-03-21,625,339,1.8,40.38,0,0,0.00,0,35,0.00,9,1,11.11,0,0,0,0,8,0.00,2,8,25.00,8,0,0,2,2,0,0,0,0,0,0,-1,0,1,0,0,0,10
2017-03-22,485,326,1.5,35.65,0,2,0.00,1,24,4.17,0,0,0.00,1,3,0,0,13,0.00,1,13,7.69,13,6,6,6,6,0,0,0,0,1,0,14,14,0,0,0,0,8
