date,watch_time_minutes,views,average_view_duration,average_percentage_viewed,card_clicks,cards_shown,clicks_per_card_shown,card_teaser_clicks,card_teasers_shown,clicks_per_card_teaser_shown,end_screen_elements_shown,end_screen_element_clicks,clicks_per_end_screen_element_shown,youtube_red_watch_time_minutes,youtube_red_views,youtube_red_watch_time_hours,annotation_clicks,clickable_annotations_shown,annotation_click_through_rate,annotation_closes,closable_annotations_shown,annotation_close_rate,annotations_shown,videos_published,videos_added,likes,likes_added,likes_removed,dislikes,dislikes_added,dislikes_removed,shares,comments,videos_in_playlists,videos_added_to_playlists,videos_removed_from_playlists,subscribers,subscribers_gained,subscribers_lost,watch_time_hours
2017-07-02,393,252,1.6,35.06,0,0,0.00,0,38,0.00,0,0,0.00,1,1,0,0,6,0.00,0,6,0.00,6,0,0,1,1,0,0,0,0,0,0,5,5,0,2,2,0,7
2017-07-03,378,222,1.7,35.76,0,0,0.00,0,20,0.00,0,0,0.00,0,0,0,0,4,0.00,1,5,20.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-07-04,376,218,1.7,38.47,0,0,0.00,0,22,0.00,2,0,0.00,0,0,0,0,6,0.00,0,7,0.00,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6
2017-07-05,352,203,1.7,37.43,0,0,0.00,0,26,0.00,0,0,0.00,0,0,0,0,12,0.00,0,13,0.00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-07-06,281,202,1.4,30.54,0,0,0.00,0,13,0.00,0,0,0.00,0,0,0,0,11,0.00,1,11,9.09,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5
2017-07-07,249,188,1.3,28.93,0,0,0.00,0,12,0.00,0,0,0.00,2,3,0,0,5,0.00,2,5,40.00,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2017-07-08,194,154,1.3,25.80,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,0,8,0.00,0,8,0.00,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2017-07-09,243,182,1.3,29.36,0,2,0.00,1,24,4.17,0,0,0.00,0,0,0,0,10,0.00,0,10,0.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017-07-10,316,233,1.4,29.20,0,3,0.00,1,33,3.03,0,0,0.00,0,0,0,0,8,0.00,0,9,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5
2017-07-11,395,248,1.6,34.30,0,2,0.00,1,30,3.33,0,0,0.00,1,1,0,3,17,17.65,1,18,5.56,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2017-07-12,377,256,1.5,33.83,0,0,0.00,0,43,0.00,3,0,0.00,1,1,0,0,12,0.00,0,13,0.00,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-07-13,333,221,1.5,32.15,0,0,0.00,0,19,0.00,0,0,0.00,0,1,0,0,15,0.00,0,17,0.00,17,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,6
2017-07-14,308,226,1.4,30.34,0,2,0.00,1,14,7.14,0,0,0.00,1,1,0,0,12,0.00,1,12,8.33,12,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,5
2017-07-15,260,174,1.5,34.02,0,0,0.00,0,11,0.00,0,0,0.00,0,1,0,0,6,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,4
2017-07-16,360,308,1.2,27.34,0,0,0.00,0,21,0.00,0,0,0.00,0,1,0,0,53,0.00,5,55,9.09,55,0,0,0,0,0,0,0,0,0,0,16,36,20,0,0,0,6
2017-07-17,310,209,1.5,32.41,0,0,0.00,0,23,0.00,1,0,0.00,0,0,0,0,8,0.00,0,8,0.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-07-18,305,219,1.4,31.20,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,0,10,0.00,2,10,20.00,10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,5
2017-07-19,300,183,1.6,35.88,0,0,0.00,0,16,0.00,0,0,0.00,5,4,0,0,4,0.00,1,4,25.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-07-20,314,208,1.5,30.28,0,0,0.00,0,28,0.00,1,0,0.00,0,0,0,1,3,33.33,1,3,33.33,3,0,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,5
2017-07-21,239,174,1.4,28.44,0,0,0.00,0,15,0.00,2,0,0.00,0,0,0,0,1,0.00,0,1,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017-07-22,240,209,1.1,26.67,1,2,50.00,1,18,5.56,0,0,0.00,6,1,0,0,4,0.00,0,4,0.00,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
2017-07-23,311,212,1.5,32.30,0,0,0.00,0,23,0.00,0,0,0.00,0,0,0,0,3,0.00,0,3,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-07-24,321,201,1.6,34.78,0,0,0.00,0,22,0.00,1,0,0.00,0,0,0,1,12,8.33,1,12,8.33,12,0,0,1,1,0,0,0,0,0,0,1,1,0,-1,0,1,5
2017-07-25,333,221,1.5,31.26,0,2,0.00,1,15,6.67,1,0,0.00,0,1,0,0,13,0.00,3,13,23.08,13,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,1,6
2017-07-26,264,182,1.5,33.15,0,0,0.00,0,14,0.00,0,0,0.00,0,0,0,0,7,0.00,1,8,12.50,8,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4
2017-07-27,378,239,1.6,35.49,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,4,44,9.09,11,45,24.44,45,0,0,1,1,0,0,0,0,1,0,2,3,1,0,0,0,6
2017-07-28,249,188,1.3,28.33,0,4,0.00,3,15,20.00,0,0,0.00,0,0,0,0,11,0.00,2,11,18.18,11,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,4
2017-07-29,333,187,1.8,38.09,0,1,0.00,2,17,11.76,1,0,0.00,1,1,0,0,0,0.00,0,0,0.00,0,0,0,1,2,1,0,0,0,0,0,2,2,0,1,1,0,6
2017-07-30,334,190,1.8,38.26,0,2,0.00,1,7,14.29,0,0,0.00,6,2,0,0,11,0.00,3,11,27.27,11,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,6
2017-07-31,321,217,1.5,31.96,0,2,0.00,1,22,4.55,1,0,0.00,0,0,0,0,10,0.00,0,10,0.00,10,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,5
2017-08-01,316,205,1.5,32.50,0,3,0.00,1,21,4.76,0,0,0.00,0,0,0,0,6,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-08-02,327,213,1.5,34.12,0,0,0.00,0,35,0.00,0,0,0.00,0,1,0,0,9,0.00,0,9,0.00,9,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,5
2017-08-03,266,206,1.3,29.12,0,0,0.00,0,21,0.00,1,0,0.00,0,0,0,1,4,25.00,0,4,0.00,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
2017-08-04,307,201,1.5,33.29,2,7,28.57,4,24,16.67,1,0,0.00,3,1,0,1,19,5.26,1,20,5.00,20,0,0,1,1,0,0,0,0,0,0,5,5,0,1,1,0,5
2017-08-05,292,179,1.6,34.18,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,0,9,0.00,1,9,11.11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
2017-08-06,247,193,1.3,27.11,0,2,0.00,1,9,11.11,0,0,0.00,0,1,0,0,10,0.00,0,10,0.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
2017-08-07,331,196,1.7,36.30,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,6,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,6
2017-08-08,380,237,1.6,34.80,0,0,0.00,0,20,0.00,2,0,0.00,0,0,0,1,9,11.11,1,9,11.11,9,0,0,1,1,0,0,0,0,0,0,3,3,0,1,1,0,6
2017-08-09,340,214,1.6,34.05,0,0,0.00,0,19,0.00,0,0,0.00,0,1,0,0,11,0.00,0,11,0.00,11,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6
2017-08-10,318,231,1.4,30.06,0,0,0.00,0,26,0.00,2,0,0.00,1,1,0,0,2,0.00,0,2,0.00,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
2017-08-11,351,232,1.5,33.77,0,0,0.00,0,18,0.00,0,0,0.00,1,1,0,0,4,0.00,0,4,0.00,4,0,0,0,0,0,1,1,0,3,0,0,0,0,1,1,0,6
2017-08-12,245,195,1.3,26.89,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,1,8,12.50,0,8,0.00,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
2017-08-13,259,183,1.4,31.36,0,0,0.00,0,18,0.00,1,0,0.00,1,1,0,0,3,0.00,1,3,33.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017-08-14,292,214,1.4,30.47,0,0,0.00,0,25,0.00,0,0,0.00,0,0,0,1,28,3.57,0,28,0.00,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-08-15,317,223,1.4,28.53,0,2,0.00,1,28,3.57,2,0,0.00,0,0,0,0,9,0.00,0,10,0.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-08-16,323,207,1.6,33.90,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,0,3,0.00,0,3,0.00,3,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,5
2017-08-17,320,226,1.4,30.94,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,0,8,0.00,0,9,0.00,9,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,5
2017-08-18,338,204,1.7,34.13,0,2,0.00,1,24,4.17,0,0,0.00,0,0,0,0,5,0.00,0,5,0.00,5,0,0,0,0,0,0,0,0,0,0,6,7,1,1,1,0,6
2017-08-19,288,208,1.4,29.38,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,0,2,0.00,0,2,0.00,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
2017-08-20,350,201,1.7,37.86,0,0,0.00,0,17,0.00,1,0,0.00,0,0,0,0,1,0.00,0,1,0.00,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6
2017-08-21,338,240,1.4,29.13,1,1,100.00,0,16,0.00,0,0,0.00,0,1,0,0,9,0.00,2,9,22.22,9,1,1,1,1,0,0,0,0,2,0,3,3,0,-2,0,2,6
2017-08-22,372,259,1.4,28.51,0,4,0.00,2,30,6.67,0,0,0.00,0,0,0,0,7,0.00,2,7,28.57,7,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,6
2017-08-23,293,201,1.5,30.52,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,0,14,0.00,1,14,7.14,14,0,0,2,2,0,0,0,0,0,0,-1,0,1,0,0,0,5
2017-08-24,262,211,1.2,26.45,0,0,0.00,0,17,0.00,0,0,0.00,1,1,0,0,17,0.00,0,17,0.00,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
2017-08-25,300,194,1.5,34.43,0,0,0.00,0,16,0.00,3,0,0.00,0,0,0,0,10,0.00,0,10,0.00,10,0,0,1,1,0,0,0,0,1,0,1,1,0,-1,0,1,5
2017-08-26,249,184,1.4,28.82,1,2,50.00,2,19,10.53,0,0,0.00,0,1,0,0,2,0.00,0,2,0.00,2,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,4
2017-08-27,342,225,1.5,34.70,0,0,0.00,0,12,0.00,1,0,0.00,0,1,0,1,22,4.55,5,22,22.73,22,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,0,6
2017-08-28,367,245,1.5,31.50,0,5,0.00,2,31,6.45,1,0,0.00,0,0,0,0,21,0.00,0,21,0.00,21,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-08-29,318,220,1.4,31.93,0,0,0.00,0,23,0.00,0,0,0.00,0,0,0,0,12,0.00,0,12,0.00,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
2017-08-30,304,209,1.5,30.39,0,0,0.00,0,20,0.00,1,0,0.00,0,1,0,0,4,0.00,2,4,50.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
2017-08-31,304,212,1.4,31.00,0,0,0.00,0,18,0.00,0,0,0.00,0,2,0,0,5,0.00,0,5,0.00,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
2017-09-01,333,224,1.5,31.75,0,2,0.00,1,18,5.56,0,0,0.00,0,0,0,0,9,0.00,0,9,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-09-02,265,165,1.6,36.24,0,0,0.00,0,14,0.00,0,0,0.00,0,0,0,0,25,0.00,3,25,12.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,4
2017-09-03,285,204,1.4,29.94,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,4,0.00,2,4,50.00,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
2017-09-04,382,250,1.5,33.56,0,0,0.00,0,37,0.00,0,0,0.00,6,1,0,9,28,32.14,6,28,21.43,28,0,0,0,1,1,0,0,0,1,0,-1,0,1,0,0,0,6
2017-09-05,308,198,1.6,33.00,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,1,11,9.09,0,11,0.00,11,0,0,0,0,0,0,0,0,0,0,-1,1,2,0,0,0,5
2017-09-06,445,297,1.5,32.91,0,0,0.00,0,21,0.00,0,0,0.00,0,0,0,0,5,0.00,0,5,0.00,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7
2017-09-07,355,233,1.5,32.18,0,2,0.00,2,18,11.11,0,0,0.00,0,1,0,0,4,0.00,0,4,0.00,4,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,6
2017-09-08,247,188,1.3,27.85,0,0,0.00,0,22,0.00,0,0,0.00,0,0,0,0,12,0.00,0,12,0.00,12,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
2017-09-09,310,215,1.4,30.63,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,0,16,0.00,0,16,0.00,16,0,0,2,2,0,1,1,0,3,0,0,0,0,0,0,0,5
2017-09-10,283,208,1.4,32.03,0,0,0.00,0,7,0.00,0,0,0.00,0,0,0,0,8,0.00,0,8,0.00,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5
2017-09-11,367,303,1.2,27.59,0,0,0.00,0,34,0.00,2,0,0.00,0,0,0,0,13,0.00,0,13,0.00,13,0,0,1,2,1,0,0,0,0,0,1,2,1,0,0,0,6
2017-09-12,339,235,1.4,33.29,0,0,0.00,0,26,0.00,0,0,0.00,3,1,0,0,2,0.00,0,2,0.00,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,6
2017-09-13,347,232,1.5,32.89,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,0,13,0.00,6,13,46.15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-09-14,456,275,1.7,38.11,0,2,0.00,1,29,3.45,1,0,0.00,1,1,0,0,11,0.00,0,11,0.00,11,0,0,2,2,0,0,0,0,0,1,0,0,0,2,2,0,8
2017-09-15,265,189,1.4,30.27,0,0,0.00,0,15,0.00,1,0,0.00,4,1,0,0,13,0.00,2,13,15.38,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4
2017-09-16,325,213,1.5,32.98,0,2,0.00,1,29,3.45,0,0,0.00,0,0,0,0,10,0.00,0,10,0.00,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5
2017-09-17,336,228,1.5,32.66,0,0,0.00,0,27,0.00,1,0,0.00,0,0,0,0,0,0.00,0,0,0.00,0,0,0,2,2,0,0,0,0,1,0,0,0,0,-1,0,1,6
2017-09-18,557,315,1.8,39.44,0,0,0.00,0,23,0.00,0,0,0.00,0,1,0,0,25,0.00,0,26,0.00,26,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,9
2017-09-19,391,285,1.4,29.91,0,0,0.00,0,22,0.00,0,0,0.00,1,2,0,0,16,0.00,0,16,0.00,16,0,0,1,1,0,1,1,0,0,0,2,2,0,0,0,0,7
2017-09-20,378,261,1.4,33.24,0,0,0.00,0,26,0.00,0,0,0.00,0,1,0,0,8,0.00,1,8,12.50,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
2017-09-21,341,224,1.5,34.79,0,0,0.00,0,31,0.00,0,0,0.00,0,0,0,0,1,0.00,0,1,0.00,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,6
2017-09-22,360,291,1.2,27.17,0,3,0.00,1,42,2.38,0,0,0.00,1,1,0,0,7,0.00,0,7,0.00,7,0,0,1,1,0,0,0,0,26,0,7,7,0,0,0,0,6
2017-09-23,309,195,1.6,32.79,0,0,0.00,0,21,0.00,0,0,0.00,0,0,0,0,10,0.00,1,10,10.00,10,0,0,0,0,0,0,0,0,1,0,6,8,2,1,1,0,5
2017-09-24,311,212,1.5,31.64,0,0,0.00,0,19,0.00,1,0,0.00,0,0,0,0,9,0.00,0,9,0.00,9,0,0,-1,0,1,2,2,0,7,0,-2,0,2,0,0,0,5
2017-09-25,413,271,1.5,33.12,0,0,0.00,0,27,0.00,0,0,0.00,1,1,0,0,5,0.00,2,5,40.00,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7
2017-09-26,352,263,1.3,29.62,0,0,0.00,0,34,0.00,0,0,0.00,3,1,0,0,14,0.00,3,14,21.43,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-09-27,441,291,1.5,33.74,0,0,0.00,0,29,0.00,0,0,0.00,0,0,0,0,16,0.00,2,16,12.50,16,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,7
2017-09-28,385,234,1.6,37.39,0,3,0.00,1,14,7.14,0,0,0.00,0,0,0,0,11,0.00,0,11,0.00,11,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0,6
2017-09-29,326,216,1.5,32.82,0,0,0.00,0,25,0.00,0,0,0.00,0,0,0,2,16,12.50,0,16,0.00,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
2017-09-30,305,196,1.6,34.61,0,0,0.00,0,13,0.00,1,0,0.00,0,0,0,0,2,0.00,0,2,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-10-01,331,238,1.4,29.56,0,2,0.00,1,25,4.00,0,0,0.00,0,0,0,0,13,0.00,1,13,7.69,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-10-02,342,241,1.4,31.54,0,0,0.00,0,20,0.00,1,0,0.00,0,2,0,0,18,0.00,6,18,33.33,18,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6
2017-10-03,403,239,1.7,37.30,0,0,0.00,0,26,0.00,0,0,0.00,0,0,0,0,20,0.00,3,21,14.29,21,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,7
2017-10-04,360,256,1.4,30.45,0,2,0.00,1,38,2.63,1,0,0.00,0,0,0,1,8,12.50,1,8,12.50,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2017-10-05,351,239,1.5,33.12,0,0,0.00,0,12,0.00,1,0,0.00,1,1,0,1,19,5.26,0,19,0.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-10-06,289,199,1.5,31.82,0,5,0.00,2,15,13.33,0,0,0.00,0,0,0,0,11,0.00,1,13,7.69,13,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5
2017-10-07,364,241,1.5,31.15,0,0,0.00,0,23,0.00,0,0,0.00,1,2,0,0,9,0.00,0,9,0.00,9,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6
2017-10-08,410,261,1.6,36.61,0,0,0.00,0,26,0.00,0,0,0.00,0,0,0,0,2,0.00,0,4,0.00,4,0,0,7,7,0,0,0,0,0,0,13,13,0,1,1,0,7
2017-10-09,355,235,1.5,33.66,0,0,0.00,0,23,0.00,0,0,0.00,1,2,0,0,10,0.00,2,10,20.00,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6
2017-10-10,360,231,1.6,35.91,0,0,0.00,0,43,0.00,0,0,0.00,0,0,0,1,7,14.29,0,7,0.00,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
2017-10-11,321,225,1.4,32.76,0,0,0.00,0,41,0.00,1,0,0.00,0,0,0,0,2,0.00,0,2,0.00,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
2017-10-12,293,221,1.3,29.86,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,0,13,0.00,2,13,15.38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-10-13,371,231,1.6,35.08,0,0,0.00,0,27,0.00,0,0,0.00,0,0,0,0,4,0.00,1,6,16.67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-10-14,275,207,1.3,27.61,0,6,0.00,3,28,10.71,0,0,0.00,0,0,0,0,5,0.00,0,5,0.00,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
2017-10-15,356,223,1.6,33.69,0,5,0.00,2,30,6.67,0,0,0.00,0,0,0,0,7,0.00,0,7,0.00,7,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0,6
2017-10-16,380,225,1.7,38.17,0,0,0.00,0,23,0.00,0,0,0.00,0,0,0,0,23,0.00,0,23,0.00,23,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,6
2017-10-17,465,293,1.6,36.01,0,0,0.00,0,25,0.00,0,0,0.00,0,0,0,0,5,0.00,2,6,33.33,6,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,8
2017-10-18,355,242,1.5,31.94,0,0,0.00,0,33,0.00,0,0,0.00,0,0,0,0,10,0.00,0,10,0.00,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2017-10-19,398,243,1.6,36.47,0,5,0.00,2,36,5.56,3,2,66.67,0,0,0,0,10,0.00,0,11,0.00,11,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,7
2017-10-20,386,265,1.5,32.34,0,0,0.00,0,29,0.00,1,0,0.00,1,2,0,0,16,0.00,0,16,0.00,16,0,0,2,2,0,0,0,0,2,0,0,0,0,1,1,0,6
2017-10-21,432,269,1.6,36.01,0,2,0.00,1,25,4.00,2,0,0.00,1,2,0,0,7,0.00,1,9,11.11,9,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,7
2017-10-22,399,249,1.6,35.66,0,2,0.00,1,25,4.00,1,0,0.00,0,0,0,0,6,0.00,0,6,0.00,6,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,7
2017-10-23,417,281,1.5,33.50,0,3,0.00,1,33,3.03,0,0,0.00,4,4,0,0,10,0.00,2,10,20.00,10,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,7
2017-10-24,380,263,1.4,32.70,0,2,0.00,1,35,2.86,0,0,0.00,1,1,0,0,7,0.00,1,7,14.29,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,6
2017-10-25,377,236,1.6,36.55,0,0,0.00,0,40,0.00,0,0,0.00,0,0,0,0,14,0.00,2,14,14.29,14,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6
2017-10-26,380,266,1.4,32.10,0,0,0.00,0,31,0.00,0,0,0.00,0,0,0,0,20,0.00,0,20,0.00,20,0,0,2,2,0,1,1,0,0,0,1,1,0,0,0,0,6
2017-10-27,313,184,1.7,36.74,0,0,0.00,0,18,0.00,1,0,0.00,0,0,0,0,7,0.00,1,7,14.29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-10-28,353,200,1.8,35.72,0,2,0.00,1,23,4.35,0,0,0.00,2,1,0,0,10,0.00,0,10,0.00,10,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6
2017-10-29,435,295,1.5,32.96,3,4,75.00,3,30,10.00,0,0,0.00,1,2,0,0,8,0.00,0,8,0.00,8,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,7
2017-10-30,405,269,1.5,31.52,0,2,0.00,2,33,6.06,1,0,0.00,0,0,0,1,11,9.09,1,12,8.33,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7
2017-10-31,389,250,1.6,33.37,0,0,0.00,0,29,0.00,1,0,0.00,0,0,0,0,16,0.00,4,16,25.00,16,0,0,2,2,0,1,1,0,1,0,0,0,0,2,2,0,6
2017-11-01,382,275,1.4,29.76,0,0,0.00,0,37,0.00,1,0,0.00,0,0,0,0,2,0.00,0,2,0.00,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,6
2017-11-02,349,249,1.4,31.71,0,0,0.00,0,30,0.00,1,0,0.00,1,2,0,0,21,0.00,2,21,9.52,21,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,6
2017-11-03,363,231,1.6,32.91,0,0,0.00,0,36,0.00,2,0,0.00,0,0,0,0,7,0.00,0,7,0.00,7,0,0,3,3,0,0,0,0,0,0,1,1,0,3,3,0,6
2017-11-04,308,198,1.6,34.52,0,0,0.00,0,24,0.00,0,0,0.00,0,0,0,0,10,0.00,1,10,10.00,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
2017-11-05,455,321,1.4,32.38,0,0,0.00,0,34,0.00,5,1,20.00,0,0,0,0,2,0.00,0,2,0.00,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8
2017-11-06,456,305,1.5,32.66,0,2,0.00,1,35,2.86,0,0,0.00,0,0,0,0,5,0.00,2,5,40.00,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8
2017-11-07,547,321,1.7,38.09,0,5,0.00,2,53,3.77,0,0,0.00,0,0,0,0,19,0.00,1,20,5.00,20,0,0,1,1,0,1,1,0,0,1,3,3,0,1,1,0,9
2017-11-08,466,320,1.5,30.91,0,2,0.00,1,36,2.78,0,0,0.00,0,0,0,3,28,10.71,1,29,3.45,29,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,8
2017-11-09,352,244,1.4,31.80,0,0,0.00,0,24,0.00,0,0,0.00,0,1,0,0,9,0.00,0,9,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
2017-11-10,254,170,1.5,33.97,0,0,0.00,0,22,0.00,0,0,0.00,0,0,0,0,1,0.00,0,1,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017-11-11,405,263,1.5,33.73,0,0,0.00,0,26,0.00,0,0,0.00,0,0,0,2,24,8.33,0,24,0.00,24,0,0,3,3,0,0,0,0,0,1,0,0,0,1,1,0,7
2017-11-12,415,301,1.4,30.27,2,4,50.00,4,30,13.33,2,0,0.00,0,0,0,0,10,0.00,3,10,30.00,10,1,1,2,2,0,1,1,0,0,1,6,6,0,0,0,0,7
2017-11-13,759,354,2.1,47.32,0,2,0.00,1,44,2.27,1,0,0.00,0,0,0,0,10,0.00,0,10,0.00,10,0,0,2,2,0,0,0,0,1,0,-3,0,3,0,0,0,13
